4119,select count (*) from [myscratch:default].decals_test3 where brickname = #
2019-11-04 14:22:00,2
2019-11-04 14:23:00,1
2019-11-04 14:24:00,2
2019-11-04 14:25:00,2
2019-11-04 14:26:00,1
2019-11-04 14:27:00,2
2019-11-04 14:28:00,1
2019-11-04 14:29:00,2
2019-11-04 14:30:00,1
2019-11-04 14:31:00,2
2019-11-04 14:32:00,1
2019-11-04 14:33:00,2
2019-11-04 14:34:00,2
2019-11-04 14:35:00,1
2019-11-04 14:36:00,2
2019-11-04 14:37:00,1
2019-11-04 14:38:00,2
2019-11-04 14:39:00,1
2019-11-04 14:40:00,2
2019-11-04 14:41:00,1
2019-11-04 14:42:00,2
2019-11-04 14:43:00,1
2019-11-04 14:44:00,2
2019-11-04 14:45:00,2
2019-11-04 14:46:00,1
2019-11-04 14:47:00,2
2019-11-04 14:48:00,1
2019-11-04 14:49:00,2
2019-11-04 14:50:00,1
2019-11-04 14:51:00,2
2019-11-04 14:52:00,1
2019-11-04 14:53:00,2
2019-11-04 14:54:00,1
2019-11-04 14:55:00,2
2019-11-04 14:56:00,2
2019-11-04 14:57:00,1
2019-11-04 14:58:00,2
2019-11-04 14:59:00,1
2019-11-04 15:00:00,2
2019-11-04 15:01:00,1
2019-11-04 15:02:00,2
2019-11-04 15:03:00,1
2019-11-04 15:04:00,2
2019-11-04 15:05:00,2
2019-11-04 15:06:00,1
2019-11-04 15:07:00,2
2019-11-04 15:08:00,1
2019-11-04 15:09:00,2
2019-11-04 15:10:00,1
2019-11-04 15:11:00,2
2019-11-04 15:12:00,1
2019-11-04 15:13:00,2
2019-11-04 15:14:00,1
2019-11-04 15:15:00,2
2019-11-04 15:16:00,1
2019-11-04 15:17:00,2
2019-11-04 15:18:00,1
2019-11-04 15:19:00,2
2019-11-04 15:20:00,1
2019-11-04 15:21:00,2
2019-11-04 15:22:00,1
2019-11-04 15:23:00,2
2019-11-04 15:24:00,2
2019-11-04 15:25:00,1
2019-11-04 15:26:00,2
2019-11-04 15:27:00,1
2019-11-04 15:28:00,2
2019-11-04 15:29:00,1
2019-11-04 15:30:00,2
2019-11-04 15:31:00,1
2019-11-04 15:32:00,2
2019-11-04 15:33:00,1
2019-11-04 15:34:00,2
2019-11-04 15:35:00,1
2019-11-04 15:36:00,2
2019-11-04 15:37:00,1
2019-11-04 15:38:00,2
2019-11-04 15:39:00,1
2019-11-04 15:40:00,2
2019-11-04 15:41:00,1
2019-11-04 15:42:00,2
2019-11-04 15:43:00,1
2019-11-04 15:44:00,2
2019-11-04 15:45:00,1
2019-11-04 15:46:00,2
2019-11-04 15:47:00,1
2019-11-04 15:48:00,2
2019-11-04 15:49:00,1
2019-11-04 15:50:00,2
2019-11-04 15:51:00,1
2019-11-04 15:52:00,2
2019-11-04 15:53:00,1
2019-11-04 15:54:00,2
2019-11-04 15:55:00,1
2019-11-04 15:56:00,2
2019-11-04 15:57:00,1
2019-11-04 15:58:00,2
2019-11-04 15:59:00,1
2019-11-04 16:00:00,2
2019-11-04 16:01:00,1
2019-11-04 16:02:00,2
2019-11-04 16:03:00,1
2019-11-04 16:04:00,2
2019-11-04 16:05:00,1
2019-11-04 16:06:00,2
2019-11-04 16:07:00,1
2019-11-04 16:08:00,2
2019-11-04 16:09:00,1
2019-11-04 16:10:00,2
2019-11-04 16:11:00,1
2019-11-04 16:12:00,2
2019-11-04 16:13:00,1
2019-11-04 16:14:00,1
2019-11-04 16:15:00,2
2019-11-04 16:16:00,1
2019-11-04 16:17:00,2
2019-11-04 16:18:00,1
2019-11-04 16:19:00,2
2019-11-04 16:20:00,1
2019-11-04 16:21:00,2
2019-11-04 16:22:00,1
2019-11-04 16:23:00,2
2019-11-04 16:24:00,1
2019-11-04 16:25:00,1
2019-11-04 16:26:00,2
2019-11-04 16:27:00,1
2019-11-04 16:28:00,2
2019-11-04 16:29:00,1
2019-11-04 16:30:00,2
2019-11-04 16:31:00,1
2019-11-04 16:32:00,2
2019-11-04 16:33:00,1
2019-11-04 16:34:00,2
2019-11-04 16:35:00,1
2019-11-04 16:36:00,2
2019-11-04 16:37:00,1
2019-11-04 16:38:00,2
2019-11-04 16:39:00,1
2019-11-04 16:40:00,1
2019-11-04 16:41:00,2
2019-11-04 16:42:00,1
2019-11-04 16:43:00,2
2019-11-04 16:44:00,1
2019-11-04 16:45:00,2
2019-11-04 16:46:00,1
2019-11-04 16:47:00,2
2019-11-04 16:48:00,1
2019-11-04 16:49:00,2
2019-11-04 16:50:00,1
2019-11-04 16:51:00,2
2019-11-04 16:52:00,1
2019-11-04 16:53:00,1
2019-11-04 16:54:00,2
2019-11-04 16:55:00,1
2019-11-04 16:56:00,2
2019-11-04 16:57:00,1
2019-11-04 16:58:00,2
2019-11-04 16:59:00,1
2019-11-04 17:00:00,2
2019-11-04 17:01:00,1
2019-11-04 17:02:00,1
2019-11-04 17:03:00,2
2019-11-04 17:04:00,1
2019-11-04 17:05:00,2
2019-11-04 17:06:00,1
2019-11-04 17:07:00,2
2019-11-04 17:08:00,1
2019-11-04 17:09:00,2
2019-11-04 17:10:00,1
2019-11-04 17:11:00,1
2019-11-04 17:12:00,2
2019-11-04 17:13:00,1
2019-11-04 17:14:00,2
2019-11-04 17:15:00,1
2019-11-04 17:16:00,2
2019-11-04 17:17:00,1
2019-11-04 17:18:00,2
2019-11-04 17:19:00,1
2019-11-04 17:20:00,1
2019-11-04 17:21:00,2
2019-11-04 17:22:00,1
2019-11-04 17:23:00,2
2019-11-04 17:24:00,1
2019-11-04 17:25:00,2
2019-11-04 17:26:00,1
2019-11-04 17:27:00,2
2019-11-04 17:28:00,1
2019-11-04 17:29:00,1
2019-11-04 17:30:00,2
2019-11-04 17:31:00,1
2019-11-04 17:32:00,2
2019-11-04 17:33:00,1
2019-11-04 17:34:00,1
2019-11-04 17:35:00,2
2019-11-04 17:36:00,1
2019-11-04 17:37:00,2
2019-11-04 17:38:00,1
2019-11-04 17:39:00,2
2019-11-04 17:40:00,1
2019-11-04 17:41:00,1
2019-11-04 17:42:00,2
2019-11-04 17:43:00,1
2019-11-04 17:44:00,2
2019-11-04 17:45:00,1
2019-11-04 17:46:00,2
2019-11-04 17:47:00,1
2019-11-04 17:48:00,1
2019-11-04 17:49:00,2
2019-11-04 17:50:00,1
2019-11-04 17:51:00,2
2019-11-04 17:52:00,1
2019-11-04 17:53:00,1
2019-11-04 17:54:00,2
2019-11-04 17:55:00,1
2019-11-04 17:56:00,1
2019-11-04 17:57:00,2
2019-11-04 17:58:00,1
2019-11-04 17:59:00,2
2019-11-04 18:00:00,1
2019-11-04 18:01:00,2
2019-11-04 18:02:00,1
2019-11-04 18:03:00,1
2019-11-04 18:04:00,2
2019-11-04 18:05:00,1
2019-11-04 18:06:00,2
2019-11-04 18:07:00,1
2019-11-04 18:08:00,1
2019-11-04 18:09:00,2
2019-11-04 18:10:00,1
2019-11-04 18:11:00,2
2019-11-04 18:12:00,1
2019-11-04 18:13:00,1
2019-11-04 18:14:00,2
2019-11-04 18:15:00,1
2019-11-04 18:16:00,2
2019-11-04 18:17:00,1
2019-11-04 18:18:00,1
2019-11-04 18:19:00,2
2019-11-04 18:20:00,1
2019-11-04 18:21:00,2
2019-11-04 18:22:00,1
2019-11-04 18:23:00,1
2019-11-04 18:24:00,2
2019-11-04 18:25:00,1
2019-11-04 18:26:00,2
2019-11-04 18:27:00,1
2019-11-04 18:28:00,1
2019-11-04 18:29:00,2
2019-11-04 18:30:00,1
2019-11-04 18:31:00,2
2019-11-04 18:32:00,1
2019-11-04 18:33:00,1
2019-11-04 18:34:00,2
2019-11-04 18:35:00,1
2019-11-04 18:36:00,2
2019-11-04 18:37:00,1
2019-11-04 18:38:00,1
2019-11-04 18:39:00,2
2019-11-04 18:40:00,1
2019-11-04 18:41:00,2
2019-11-04 18:42:00,1
2019-11-04 18:43:00,1
2019-11-04 18:44:00,2
2019-11-04 18:45:00,1
2019-11-04 18:46:00,1
2019-11-04 18:47:00,2
2019-11-04 18:48:00,1
2019-11-04 18:49:00,2
2019-11-04 18:50:00,1
2019-11-04 18:51:00,1
2019-11-04 18:52:00,2
2019-11-04 18:53:00,1
2019-11-04 18:54:00,2
2019-11-04 18:55:00,1
2019-11-04 18:56:00,1
2019-11-04 18:57:00,2
2019-11-04 18:58:00,1
2019-11-04 18:59:00,1
2019-11-04 19:00:00,2
2019-11-04 19:01:00,1
2019-11-04 19:02:00,2
2019-11-04 19:03:00,1
2019-11-04 19:04:00,1
2019-11-04 19:05:00,1
2019-11-04 19:06:00,2
2019-11-04 19:07:00,1
2019-11-05 00:00:00,2
2019-11-05 00:01:00,1
2019-11-05 00:02:00,1
2019-11-05 00:03:00,1
2019-11-05 00:04:00,2
2019-11-05 00:05:00,1
2019-11-05 00:06:00,1
2019-11-05 00:07:00,1
2019-11-05 00:08:00,2
2019-11-05 00:09:00,1
2019-11-05 00:10:00,1
2019-11-05 00:11:00,1
2019-11-05 00:12:00,1
2019-11-05 00:13:00,2
2019-11-05 00:14:00,1
2019-11-05 00:15:00,1
2019-11-05 00:16:00,1
2019-11-05 00:17:00,2
2019-11-05 00:18:00,1
2019-11-05 00:19:00,1
2019-11-05 00:20:00,1
2019-11-05 00:21:00,1
2019-11-05 00:22:00,2
2019-11-05 00:23:00,1
2019-11-05 00:24:00,1
2019-11-05 00:25:00,1
2019-11-05 00:26:00,2
2019-11-05 00:27:00,1
2019-11-05 00:28:00,1
2019-11-05 00:29:00,1
2019-11-05 00:30:00,2
2019-11-05 00:31:00,1
2019-11-05 00:32:00,1
2019-11-05 00:33:00,1
2019-11-05 00:34:00,1
2019-11-05 00:35:00,2
2019-11-05 00:36:00,1
2019-11-05 00:37:00,1
2019-11-05 00:38:00,1
2019-11-05 00:39:00,2
2019-11-05 00:40:00,1
2019-11-05 00:41:00,1
2019-11-05 00:42:00,1
2019-11-05 00:43:00,2
2019-11-05 00:44:00,1
2019-11-05 00:45:00,1
2019-11-05 00:46:00,1
2019-11-05 00:47:00,1
2019-11-05 00:48:00,2
2019-11-05 00:49:00,1
2019-11-05 00:50:00,1
2019-11-05 00:51:00,1
2019-11-05 00:52:00,2
2019-11-05 00:53:00,1
2019-11-05 00:54:00,1
2019-11-05 00:55:00,1
2019-11-05 00:56:00,1
2019-11-05 00:57:00,2
2019-11-05 00:58:00,1
2019-11-05 00:59:00,1
2019-11-05 01:00:00,1
2019-11-05 01:01:00,2
2019-11-05 01:02:00,1
2019-11-05 01:03:00,1
2019-11-05 01:04:00,1
2019-11-05 01:05:00,1
2019-11-05 01:06:00,2
2019-11-05 01:07:00,1
2019-11-05 01:08:00,1
2019-11-05 01:09:00,1
2019-11-05 01:10:00,1
2019-11-05 01:11:00,2
2019-11-05 01:12:00,1
2019-11-05 01:13:00,1
2019-11-05 01:14:00,1
2019-11-05 01:15:00,2
2019-11-05 01:16:00,1
2019-11-05 01:17:00,1
2019-11-05 01:18:00,1
2019-11-05 01:19:00,1
2019-11-05 01:20:00,2
2019-11-05 01:21:00,1
2019-11-05 01:22:00,1
2019-11-05 01:23:00,1
2019-11-05 01:24:00,1
2019-11-05 01:25:00,2
2019-11-05 01:26:00,1
2019-11-05 01:27:00,1
2019-11-05 01:28:00,1
2019-11-05 01:29:00,1
2019-11-05 01:30:00,2
2019-11-05 01:31:00,1
2019-11-05 01:32:00,1
2019-11-05 01:33:00,1
2019-11-05 01:34:00,1
2019-11-05 01:35:00,2
2019-11-05 01:36:00,1
2019-11-05 01:37:00,1
2019-11-05 01:38:00,1
2019-11-05 01:39:00,1
2019-11-05 01:40:00,2
2019-11-05 01:41:00,1
2019-11-05 01:42:00,1
2019-11-05 01:43:00,1
2019-11-05 01:44:00,1
2019-11-05 01:45:00,1
2019-11-05 01:46:00,2
2019-11-05 01:47:00,1
2019-11-05 01:48:00,1
2019-11-05 01:49:00,1
2019-11-05 01:50:00,1
2019-11-05 01:51:00,2
2019-11-05 01:52:00,1
2019-11-05 01:53:00,1
2019-11-05 01:54:00,1
2019-11-05 01:55:00,1
2019-11-05 01:56:00,2
2019-11-05 01:57:00,1
2019-11-05 01:58:00,1
2019-11-05 01:59:00,1
2019-11-05 02:00:00,1
2019-11-05 02:01:00,1
2019-11-05 02:02:00,2
2019-11-05 02:03:00,1
2019-11-05 02:04:00,1
2019-11-05 02:05:00,1
2019-11-05 02:06:00,1
2019-11-05 02:07:00,2
2019-11-05 02:08:00,1
2019-11-05 02:09:00,1
2019-11-05 02:10:00,1
2019-11-05 02:11:00,1
2019-11-05 02:12:00,2
2019-11-05 02:13:00,1
2019-11-05 02:14:00,1
2019-11-05 02:15:00,1
2019-11-05 02:16:00,1
2019-11-05 02:17:00,1
2019-11-05 02:18:00,2
2019-11-05 02:19:00,1
2019-11-05 02:20:00,1
2019-11-05 02:21:00,1
2019-11-05 02:22:00,1
2019-11-05 02:23:00,1
2019-11-05 02:28:00,1
2019-11-05 02:29:00,1
2019-11-05 02:30:00,2
2019-11-05 02:31:00,1
2019-11-05 02:32:00,1
2019-11-05 02:33:00,1
2019-11-05 02:34:00,1
2019-11-05 02:35:00,2
2019-11-05 02:36:00,1
2019-11-05 02:37:00,1
2019-11-05 02:38:00,1
2019-11-05 02:39:00,1
2019-11-05 02:40:00,1
2019-11-05 02:41:00,2
2019-11-05 02:42:00,1
2019-11-05 02:43:00,1
2019-11-05 02:44:00,1
2019-11-05 02:45:00,1
2019-11-05 02:46:00,2
2019-11-05 02:47:00,1
2019-11-05 02:48:00,1
2019-11-05 02:49:00,1
2019-11-05 02:50:00,1
2019-11-05 02:51:00,1
2019-11-05 02:52:00,2
2019-11-05 02:53:00,1
2019-11-05 02:54:00,1
2019-11-05 02:55:00,1
2019-11-05 02:56:00,1
2019-11-05 02:57:00,1
2019-11-05 02:58:00,2
2019-11-05 02:59:00,1
2019-11-05 03:00:00,1
2019-11-05 03:01:00,1
2019-11-05 03:02:00,1
2019-11-05 03:03:00,2
2019-11-05 03:04:00,1
2019-11-05 03:05:00,1
2019-11-05 03:06:00,1
2019-11-05 03:07:00,1
2019-11-05 03:08:00,1
2019-11-05 03:09:00,1
2019-11-05 03:10:00,2
2019-11-05 03:11:00,1
2019-11-05 03:12:00,1
2019-11-05 03:13:00,1
2019-11-05 03:14:00,1
2019-11-05 03:15:00,1
2019-11-05 03:16:00,2
2019-11-05 03:17:00,1
2019-11-05 03:18:00,1
2019-11-05 03:19:00,1
2019-11-05 03:20:00,1
2019-11-05 03:21:00,1
2019-11-05 03:22:00,2
2019-11-05 03:23:00,1
2019-11-05 03:24:00,1
2019-11-05 03:25:00,1
2019-11-05 03:26:00,1
2019-11-05 03:27:00,1
2019-11-05 03:28:00,2
2019-11-05 03:29:00,1
2019-11-05 03:30:00,1
2019-11-05 03:31:00,1
2019-11-05 03:32:00,1
2019-11-05 03:33:00,1
2019-11-05 03:34:00,1
2019-11-05 03:35:00,2
2019-11-05 03:36:00,1
2019-11-05 03:37:00,1
2019-11-05 03:38:00,1
2019-11-05 03:39:00,1
2019-11-05 03:40:00,1
2019-11-05 03:41:00,2
2019-11-05 03:42:00,1
2019-11-05 03:43:00,1
2019-11-05 03:44:00,1
2019-11-05 03:45:00,1
2019-11-05 03:46:00,1
2019-11-05 03:47:00,1
2019-11-05 03:48:00,2
2019-11-05 03:49:00,1
2019-11-05 03:50:00,1
2019-11-05 03:51:00,1
2019-11-05 03:52:00,1
2019-11-05 03:53:00,1
2019-11-05 03:54:00,1
2019-11-05 03:55:00,1
2019-11-05 03:56:00,2
2019-11-05 03:57:00,1
2019-11-05 03:58:00,1
2019-11-05 03:59:00,1
2019-11-05 04:00:00,1
2019-11-05 04:01:00,1
2019-11-05 04:02:00,1
2019-11-05 04:03:00,2
2019-11-05 04:04:00,1
2019-11-05 04:05:00,1
2019-11-05 04:06:00,1
2019-11-05 04:07:00,1
2019-11-05 04:08:00,1
2019-11-05 04:09:00,1
2019-11-05 04:10:00,1
2019-11-05 04:11:00,2
2019-11-05 04:12:00,1
2019-11-05 04:13:00,1
2019-11-05 04:14:00,1
2019-11-05 04:15:00,1
2019-11-05 04:16:00,1
2019-11-05 04:17:00,1
2019-11-05 04:18:00,2
2019-11-05 04:19:00,1
2019-11-05 04:20:00,1
2019-11-05 04:21:00,1
2019-11-05 04:22:00,1
2019-11-05 04:23:00,1
2019-11-05 04:24:00,2
2019-11-05 04:25:00,1
2019-11-05 04:26:00,1
2019-11-05 04:27:00,1
2019-11-05 04:28:00,1
2019-11-05 04:29:00,1
2019-11-05 04:30:00,1
2019-11-05 04:31:00,1
2019-11-05 04:32:00,2
2019-11-05 04:33:00,1
2019-11-05 04:34:00,1
2019-11-05 04:35:00,1
2019-11-05 04:36:00,1
2019-11-05 04:37:00,1
2019-11-05 04:38:00,1
2019-11-05 04:39:00,2
2019-11-05 04:40:00,1
2019-11-05 04:41:00,1
2019-11-05 04:42:00,1
2019-11-05 04:43:00,1
2019-11-05 04:44:00,1
2019-11-05 04:45:00,1
2019-11-05 04:46:00,2
2019-11-05 04:47:00,1
2019-11-05 04:48:00,1
2019-11-05 04:49:00,1
2019-11-05 04:50:00,1
2019-11-05 04:51:00,1
2019-11-05 04:52:00,1
2019-11-05 04:53:00,1
2019-11-05 04:54:00,2
2019-11-05 04:55:00,1
2019-11-05 04:56:00,1
2019-11-05 04:57:00,1
2019-11-05 04:58:00,1
2019-11-05 04:59:00,1
2019-11-05 05:00:00,1
2019-11-05 05:01:00,2
2019-11-05 05:02:00,1
2019-11-05 05:03:00,1
2019-11-05 05:04:00,1
2019-11-05 05:05:00,1
2019-11-05 05:06:00,1
2019-11-05 05:07:00,1
2019-11-05 05:08:00,1
2019-11-05 05:09:00,1
2019-11-05 05:10:00,2
2019-11-05 05:11:00,1
2019-11-05 05:12:00,1
2019-11-05 05:13:00,1
2019-11-05 05:14:00,1
2019-11-05 05:15:00,1
2019-11-05 05:16:00,1
2019-11-05 05:17:00,2
2019-11-05 05:18:00,1
2019-11-05 05:19:00,1
2019-11-05 05:20:00,1
2019-11-05 05:21:00,1
2019-11-05 05:22:00,1
2019-11-05 05:23:00,1
2019-11-05 05:24:00,1
2019-11-05 05:25:00,2
2019-11-05 05:26:00,1
2019-11-05 05:27:00,1
2019-11-05 05:28:00,1
2019-11-05 05:29:00,1
2019-11-05 05:30:00,1
2019-11-05 05:31:00,1
2019-11-05 05:32:00,1
2019-11-05 05:33:00,2
2019-11-05 05:34:00,1
2019-11-05 05:35:00,1
2019-11-05 05:36:00,1
2019-11-05 05:37:00,1
2019-11-05 05:38:00,1
2019-11-05 05:39:00,1
2019-11-05 05:40:00,1
2019-11-05 05:41:00,1
2019-11-05 05:42:00,2
2019-11-05 05:43:00,1
2019-11-05 05:44:00,1
2019-11-05 05:45:00,1
2019-11-05 05:46:00,1
2019-11-05 05:47:00,1
2019-11-05 05:48:00,1
2019-11-05 05:49:00,1
2019-11-05 05:50:00,2
2019-11-05 05:51:00,1
2019-11-05 05:52:00,1
2019-11-05 05:53:00,1
2019-11-05 05:54:00,1
2019-11-05 05:55:00,1
2019-11-05 05:56:00,1
2019-11-05 05:57:00,1
2019-11-05 05:58:00,2
2019-11-05 05:59:00,1
2019-11-05 06:00:00,1
2019-11-05 06:01:00,1
2019-11-05 06:02:00,1
2019-11-05 06:03:00,1
2019-11-05 06:04:00,1
2019-11-05 06:05:00,1
2019-11-05 06:06:00,1
2019-11-05 06:07:00,1
2019-11-05 06:08:00,2
2019-11-05 06:09:00,1
2019-11-05 06:10:00,1
2019-11-05 06:11:00,1
2019-11-05 06:12:00,1
2019-11-05 06:13:00,1
2019-11-05 06:14:00,1
2019-11-05 06:15:00,1
2019-11-05 06:16:00,1
2019-11-05 06:17:00,2
2019-11-05 06:18:00,1
2019-11-05 06:19:00,1
2019-11-05 06:20:00,1
2019-11-05 06:21:00,1
2019-11-05 06:22:00,1
2019-11-05 06:23:00,1
2019-11-05 06:24:00,1
2019-11-05 06:25:00,1
2019-11-05 06:26:00,1
2019-11-05 06:27:00,1
2019-11-05 06:28:00,1
2019-11-05 06:29:00,2
2019-11-05 06:30:00,1
2019-11-05 06:31:00,1
2019-11-05 06:32:00,1
2019-11-05 06:33:00,1
2019-11-05 06:34:00,1
2019-11-05 06:35:00,1
2019-11-05 06:36:00,1
2019-11-05 06:37:00,1
2019-11-05 06:38:00,1
2019-11-05 06:39:00,2
2019-11-05 06:40:00,1
2019-11-05 06:41:00,1
2019-11-05 06:42:00,1
2019-11-05 06:43:00,1
2019-11-05 06:44:00,1
2019-11-05 06:45:00,1
2019-11-05 06:46:00,1
2019-11-05 06:47:00,1
2019-11-05 06:48:00,1
2019-11-05 06:49:00,2
2019-11-05 06:50:00,1
2019-11-05 06:51:00,1
2019-11-05 06:52:00,1
2019-11-05 06:53:00,1
2019-11-05 06:54:00,1
2019-11-05 06:55:00,1
2019-11-05 06:56:00,1
2019-11-05 06:57:00,1
2019-11-05 06:58:00,1
2019-11-05 06:59:00,1
2019-11-05 07:00:00,2
2019-11-05 07:01:00,1
2019-11-05 07:02:00,1
2019-11-05 07:03:00,1
2019-11-05 07:04:00,1
2019-11-05 07:05:00,1
2019-11-05 07:06:00,1
2019-11-05 07:07:00,1
2019-11-05 07:08:00,1
2019-11-05 07:09:00,1
2019-11-05 07:10:00,1
2019-11-05 07:11:00,2
2019-11-05 07:12:00,1
2019-11-05 07:13:00,1
2019-11-05 07:14:00,1
2019-11-05 07:15:00,1
2019-11-05 07:16:00,1
2019-11-05 07:17:00,1
2019-11-05 07:18:00,1
2019-11-05 07:19:00,1
2019-11-05 07:20:00,1
2019-11-05 07:21:00,2
2019-11-05 07:22:00,1
2019-11-05 07:23:00,1
2019-11-05 07:24:00,1
2019-11-05 07:25:00,1
2019-11-05 07:26:00,1
2019-11-05 07:27:00,1
2019-11-05 07:28:00,1
2019-11-05 07:29:00,1
2019-11-05 07:30:00,1
2019-11-05 07:31:00,1
2019-11-05 07:32:00,1
2019-11-05 07:33:00,1
2019-11-05 07:34:00,1
2019-11-05 07:35:00,2
2019-11-05 07:36:00,1
2019-11-05 07:37:00,1
2019-11-05 07:38:00,1
2019-11-05 07:39:00,1
2019-11-05 07:40:00,1
2019-11-05 07:41:00,1
2019-11-05 07:42:00,1
2019-11-05 07:43:00,1
2019-11-05 07:44:00,1
2019-11-05 07:45:00,1
2019-11-05 07:46:00,1
2019-11-05 07:47:00,1
2019-11-05 07:48:00,2
2019-11-05 07:49:00,1
2019-11-05 07:50:00,1
2019-11-05 07:51:00,1
2019-11-05 07:52:00,1
2019-11-05 07:53:00,1
2019-11-05 07:54:00,1
2019-11-05 07:55:00,1
2019-11-05 07:56:00,1
2019-11-05 07:57:00,1
2019-11-05 07:58:00,1
2019-11-05 07:59:00,2
2019-11-05 08:00:00,1
2019-11-05 08:01:00,1
2019-11-05 08:02:00,1
2019-11-05 08:03:00,1
2019-11-05 08:04:00,1
2019-11-05 08:05:00,1
2019-11-05 08:06:00,1
2019-11-05 08:07:00,1
2019-11-05 08:08:00,1
2019-11-05 08:09:00,1
2019-11-05 08:10:00,1
2019-11-05 08:11:00,1
2019-11-05 08:12:00,1
2019-11-05 08:13:00,2
2019-11-05 08:14:00,1
2019-11-05 08:15:00,1
2019-11-05 08:16:00,1
2019-11-05 08:17:00,1
2019-11-05 08:18:00,1
2019-11-05 08:19:00,1
2019-11-05 08:20:00,1
2019-11-05 08:21:00,1
2019-11-05 08:22:00,1
2019-11-05 08:23:00,1
2019-11-05 08:24:00,1
2019-11-05 08:25:00,1
2019-11-05 08:26:00,1
2019-11-05 08:27:00,2
2019-11-05 08:28:00,1
2019-11-05 08:29:00,1
2019-11-05 08:30:00,1
2019-11-05 08:31:00,1
2019-11-05 08:32:00,1
2019-11-05 08:33:00,1
2019-11-05 08:34:00,1
2019-11-05 08:35:00,1
2019-11-05 08:36:00,1
2019-11-05 08:37:00,1
2019-11-05 08:38:00,1
2019-11-05 08:39:00,1
2019-11-05 08:40:00,1
2019-11-05 08:41:00,1
2019-11-05 08:42:00,2
2019-11-05 08:43:00,1
2019-11-05 08:44:00,1
2019-11-05 08:45:00,1
2019-11-05 08:46:00,1
2019-11-05 08:47:00,1
2019-11-05 08:48:00,1
2019-11-05 08:49:00,1
2019-11-05 08:50:00,1
2019-11-05 08:51:00,1
2019-11-05 08:52:00,1
2019-11-05 08:53:00,1
2019-11-05 08:54:00,1
2019-11-05 08:55:00,1
2019-11-05 08:56:00,2
2019-11-05 08:57:00,1
2019-11-05 08:58:00,1
2019-11-05 08:59:00,1
2019-11-05 09:00:00,1
2019-11-05 09:01:00,1
2019-11-05 09:02:00,1
2019-11-05 09:03:00,1
2019-11-05 09:04:00,1
2019-11-05 09:05:00,1
2019-11-05 09:06:00,1
2019-11-05 09:07:00,1
2019-11-05 09:08:00,1
2019-11-05 09:09:00,1
2019-11-05 09:10:00,1
2019-11-05 09:11:00,1
2019-11-05 09:12:00,2
2019-11-05 09:13:00,1
2019-11-05 09:14:00,1
2019-11-05 09:15:00,1
2019-11-05 09:16:00,1
2019-11-05 09:17:00,1
2019-11-05 09:18:00,1
2019-11-05 09:19:00,1
2019-11-05 09:20:00,1
2019-11-05 09:21:00,1
2019-11-05 09:22:00,1
2019-11-05 09:23:00,1
2019-11-05 09:24:00,1
2019-11-05 09:25:00,1
2019-11-05 09:26:00,1
2019-11-05 09:27:00,1
2019-11-05 09:28:00,2
2019-11-05 09:29:00,1
2019-11-05 09:30:00,1
2019-11-05 09:31:00,1
2019-11-05 09:32:00,1
2019-11-05 09:33:00,1
2019-11-05 09:34:00,1
2019-11-05 09:35:00,1
2019-11-05 09:36:00,1
2019-11-05 09:37:00,1
2019-11-05 09:38:00,1
2019-11-05 09:39:00,1
2019-11-05 09:40:00,1
2019-11-05 09:41:00,1
2019-11-05 09:42:00,1
2019-11-05 09:43:00,1
2019-11-05 09:44:00,1
2019-11-05 09:45:00,1
2019-11-05 09:46:00,2
2019-11-05 09:47:00,1
2019-11-05 09:48:00,1
2019-11-05 09:49:00,1
2019-11-05 09:50:00,1
2019-11-05 09:51:00,1
2019-11-05 09:52:00,1
2019-11-05 09:53:00,1
2019-11-05 09:54:00,1
2019-11-05 09:55:00,1
2019-11-05 09:56:00,1
2019-11-05 09:57:00,1
2019-11-05 09:58:00,1
2019-11-05 09:59:00,1
2019-11-05 10:00:00,1
2019-11-05 10:01:00,1
2019-11-05 10:02:00,1
2019-11-05 10:03:00,1
2019-11-05 10:04:00,1
2019-11-05 10:05:00,1
2019-11-05 10:06:00,2
2019-11-05 10:07:00,1
2019-11-05 10:08:00,1
2019-11-05 10:09:00,1
2019-11-05 10:10:00,1
2019-11-05 10:11:00,1
2019-11-05 10:12:00,1
2019-11-05 10:13:00,1
2019-11-05 10:14:00,1
2019-11-05 10:15:00,1
2019-11-05 10:16:00,1
2019-11-05 10:17:00,1
2019-11-05 10:18:00,1
2019-11-05 10:19:00,1
2019-11-05 10:20:00,1
2019-11-05 10:21:00,1
2019-11-05 10:22:00,1
2019-11-05 10:23:00,1
2019-11-05 10:24:00,1
2019-11-05 10:25:00,1
2019-11-05 10:26:00,1
2019-11-05 10:27:00,1
2019-11-05 10:28:00,1
2019-11-05 10:29:00,1
2019-11-05 10:30:00,1
2019-11-05 10:31:00,2
2019-11-05 10:32:00,1
2019-11-05 10:33:00,1
2019-11-05 10:34:00,1
2019-11-05 10:35:00,1
2019-11-05 10:36:00,1
2019-11-05 10:37:00,1
2019-11-05 10:38:00,1
2019-11-05 10:39:00,1
2019-11-05 10:40:00,1
2019-11-05 10:41:00,1
2019-11-05 10:42:00,1
2019-11-05 10:43:00,1
2019-11-05 10:44:00,1
2019-11-05 10:45:00,1
2019-11-05 10:46:00,1
2019-11-05 10:47:00,1
2019-11-05 10:48:00,1
