1084,"SELECT top # p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-11-12 20:05:00,1
2019-11-12 22:21:00,1
2019-11-13 10:59:00,1
2019-11-13 17:03:00,1
2019-11-14 03:49:00,1
2019-11-14 04:21:00,1
2019-11-14 13:51:00,1
2019-11-14 22:50:00,1
2019-11-15 04:25:00,1
2019-11-15 08:43:00,1
2019-11-15 14:39:00,1
2019-11-15 19:40:00,1
2019-11-16 04:43:00,1
2019-11-16 04:44:00,1
2019-11-16 08:09:00,1
2019-11-16 10:46:00,1
2019-11-16 13:07:00,1
2019-11-16 17:12:00,1
2019-11-16 17:15:00,1
2019-11-17 04:27:00,1
2019-11-17 05:51:00,1
2019-11-17 10:30:00,1
2019-11-17 13:28:00,1
2019-11-17 15:15:00,1
2019-11-17 19:05:00,1
2019-11-18 07:26:00,1
2019-11-18 14:14:00,1
2019-11-18 15:44:00,1
2019-11-18 21:42:00,1
2019-11-19 01:23:00,1
2019-11-19 03:34:00,1
2019-11-19 15:59:00,1
2019-11-19 16:12:00,1
2019-11-19 23:01:00,1
2019-11-20 23:23:00,1
2019-11-21 13:14:00,1
2019-11-21 22:40:00,1
2019-11-22 17:23:00,1
2019-11-23 02:25:00,1
2019-11-23 03:51:00,1
2019-11-23 17:40:00,1
2019-11-23 17:44:00,1
2019-11-24 01:35:00,1
2019-11-24 09:47:00,1
2019-11-24 14:33:00,1
2019-11-24 18:27:00,1
2019-11-25 23:26:00,1
2019-11-26 01:29:00,1
2019-11-26 04:22:00,1
2019-11-26 05:34:00,1
2019-11-26 07:52:00,1
2019-11-26 20:45:00,1
2019-11-26 23:47:00,1
2019-11-27 02:33:00,1
2019-11-27 14:56:00,1
2019-11-28 00:24:00,1
2019-11-28 02:51:00,1
2019-11-28 04:34:00,1
2019-11-29 00:05:00,1
2019-11-29 06:30:00,1
2019-11-29 10:12:00,1
2019-11-30 05:52:00,1
2019-11-30 20:03:00,1
2019-11-30 20:15:00,1
2019-12-01 00:08:00,1
2019-12-01 13:34:00,1
2019-12-02 07:07:00,1
2019-12-02 11:31:00,1
2019-12-02 13:39:00,1
2019-12-02 15:03:00,1
2019-12-02 23:19:00,1
2019-12-03 04:51:00,1
2019-12-03 08:31:00,1
2019-12-03 10:18:00,1
2019-12-03 16:04:00,1
2019-12-04 04:24:00,1
2019-12-04 10:10:00,1
2019-12-05 01:20:00,1
2019-12-05 09:08:00,1
2019-12-05 12:02:00,1
2019-12-06 01:22:00,1
2019-12-06 03:39:00,1
2019-12-06 04:31:00,1
2019-12-06 04:54:00,1
2019-12-06 06:09:00,1
2019-12-06 12:28:00,1
2019-12-06 18:15:00,1
2019-12-06 18:56:00,1
2019-12-06 19:05:00,1
2019-12-06 19:46:00,1
2019-12-07 09:58:00,1
2019-12-08 06:15:00,1
2019-12-08 19:58:00,1
2019-12-09 02:18:00,1
2019-12-09 02:20:00,1
2019-12-10 10:29:00,1
2019-12-10 14:13:00,1
2019-12-11 04:06:00,1
2019-12-11 20:43:00,1
2019-12-12 04:44:00,1
2019-12-12 08:35:00,1
2019-12-12 12:20:00,1
2019-12-12 15:52:00,1
2019-12-12 18:27:00,1
2019-12-12 23:43:00,1
2019-12-13 00:48:00,1
2019-12-13 02:05:00,1
2019-12-13 04:54:00,1
2019-12-14 02:00:00,1
2019-12-14 06:00:00,1
2019-12-15 07:05:00,1
2019-12-15 08:52:00,1
2019-12-15 14:59:00,1
2019-12-15 23:51:00,1
2019-12-16 02:55:00,1
2019-12-16 03:25:00,1
2019-12-16 11:00:00,1
2019-12-17 00:58:00,1
2019-12-17 12:31:00,1
2019-12-17 17:23:00,1
2019-12-18 07:51:00,1
2019-12-18 14:20:00,1
2019-12-19 06:32:00,1
2019-12-19 07:22:00,1
2019-12-19 12:52:00,1
2019-12-19 14:38:00,1
2019-12-19 16:08:00,2
2019-12-19 16:31:00,1
2019-12-19 18:15:00,1
2019-12-20 09:11:00,1
2019-12-20 14:37:00,1
2019-12-20 19:05:00,1
2019-12-20 22:48:00,1
2019-12-21 08:06:00,1
2019-12-21 10:22:00,1
2019-12-21 13:04:00,1
2019-12-22 09:12:00,1
2019-12-22 13:19:00,1
2019-12-22 15:51:00,1
2019-12-23 04:09:00,1
2019-12-23 16:07:00,1
2019-12-24 22:33:00,1
2019-12-25 05:33:00,1
2019-12-25 10:56:00,1
2019-12-25 12:17:00,1
2019-12-25 13:58:00,1
2019-12-25 17:47:00,1
2019-12-26 03:24:00,1
2019-12-27 01:01:00,1
2019-12-27 05:36:00,1
2019-12-27 09:00:00,1
2019-12-27 13:18:00,1
2019-12-28 02:01:00,1
2019-12-28 08:04:00,1
2019-12-28 08:18:00,1
2019-12-28 17:19:00,1
2019-12-31 13:36:00,1
