2559,select count (*) as thecount
2019-08-14 16:05:00,1
2019-08-15 07:36:00,1
2019-08-15 09:34:00,1
2019-08-15 09:35:00,1
2019-08-15 10:01:00,1
2019-08-15 11:30:00,1
2019-08-15 11:31:00,1
2019-08-15 12:10:00,2
2019-08-15 13:02:00,2
2019-08-15 13:44:00,2
2019-08-15 15:10:00,3
2019-08-16 08:57:00,2
2019-08-16 09:24:00,1
2019-08-16 09:26:00,1
2019-08-16 09:31:00,1
2019-08-16 11:51:00,1
2019-08-16 12:17:00,1
2019-08-16 12:42:00,1
2019-08-16 13:13:00,2
2019-08-16 13:14:00,1
2019-08-16 13:39:00,1
2019-08-16 14:20:00,1
2019-08-16 15:02:00,1
2019-08-16 15:50:00,1
2019-08-16 15:51:00,1
2019-08-16 16:41:00,1
2019-08-16 16:42:00,1
2019-08-17 11:44:00,2
2019-08-17 11:53:00,1
2019-08-17 12:41:00,1
2019-08-17 12:49:00,1
2019-08-17 12:50:00,1
2019-08-17 13:44:00,1
2019-08-17 13:45:00,1
2019-08-17 14:25:00,3
2019-08-17 15:08:00,1
2019-08-17 16:13:00,2
2019-08-17 16:56:00,2
2019-08-17 17:35:00,1
2019-08-17 17:36:00,1
2019-08-17 18:23:00,1
2019-08-17 19:20:00,1
2019-08-18 12:38:00,1
2019-08-18 13:00:00,1
2019-08-18 13:55:00,2
2019-08-18 15:15:00,1
2019-08-18 15:17:00,1
2019-08-18 16:17:00,2
2019-08-18 17:31:00,2
2019-08-18 17:48:00,1
2019-08-18 17:57:00,1
2019-08-18 18:28:00,1
2019-08-18 18:44:00,1
2019-08-18 19:06:00,2
2019-08-18 19:21:00,1
2019-08-18 19:36:00,1
2019-08-19 10:16:00,1
2019-08-19 11:00:00,1
2019-08-19 11:01:00,1
2019-08-19 12:17:00,1
2019-08-19 12:18:00,1
2019-08-19 12:36:00,2
2019-08-19 13:49:00,2
2019-08-19 14:18:00,2
2019-08-19 14:21:00,1
2019-08-19 14:22:00,1
2019-08-19 14:29:00,1
2019-08-19 15:11:00,2
2019-08-19 18:49:00,1
2019-08-19 19:53:00,3
2019-08-20 08:26:00,1
2019-08-20 08:32:00,2
2019-08-20 08:57:00,1
2019-08-20 08:58:00,1
2019-08-20 09:53:00,3
2019-08-20 09:54:00,1
2019-08-20 10:24:00,1
2019-08-20 11:48:00,1
2019-08-20 12:26:00,1
2019-08-20 12:37:00,1
2019-08-20 13:21:00,3
2019-08-20 13:24:00,1
2019-08-20 13:45:00,4
2019-08-20 13:46:00,8
2019-08-20 15:44:00,2
2019-08-20 15:45:00,2
2019-08-20 16:18:00,1
2019-08-20 16:19:00,1
2019-08-20 16:20:00,1
2019-08-21 10:22:00,1
2019-08-21 10:23:00,1
2019-08-21 10:59:00,3
2019-08-21 11:00:00,1
2019-08-21 11:26:00,1
2019-08-21 11:27:00,2
2019-08-21 11:45:00,3
2019-08-21 12:04:00,1
2019-08-21 12:05:00,1
2019-08-21 12:39:00,3
2019-08-21 12:51:00,1
2019-08-21 12:52:00,2
2019-08-21 12:56:00,1
2019-08-21 13:29:00,2
2019-08-21 13:30:00,1
2019-08-21 13:50:00,3
2019-08-21 14:12:00,2
2019-08-21 14:13:00,1
2019-08-21 14:29:00,3
2019-08-21 14:51:00,2
2019-08-21 15:10:00,1
2019-08-21 15:11:00,3
2019-08-21 15:35:00,3
2019-08-21 15:56:00,2
2019-08-21 16:13:00,1
2019-08-21 16:14:00,1
2019-08-21 16:33:00,1
2019-08-21 16:34:00,2
2019-08-21 19:25:00,1
2019-08-21 19:40:00,1
2019-08-21 20:04:00,1
2019-08-22 08:26:00,3
2019-08-22 09:11:00,2
2019-08-22 09:26:00,3
2019-08-22 09:55:00,2
2019-08-22 10:20:00,1
2019-08-22 10:21:00,1
2019-08-22 11:33:00,2
2019-08-22 11:48:00,3
2019-08-22 14:27:00,2
2019-08-22 15:38:00,1
2019-08-22 15:41:00,1
2019-08-22 16:29:00,1
2019-08-22 16:30:00,1
2019-08-22 17:53:00,1
2019-08-22 19:53:00,2
2019-08-22 19:59:00,1
2019-08-23 14:16:00,2
2019-08-23 14:17:00,1
2019-08-23 14:27:00,1
2019-08-23 14:50:00,1
2019-08-26 10:36:00,1
2019-08-26 11:06:00,1
2019-08-26 11:07:00,2
2019-08-26 12:04:00,2
2019-08-26 12:56:00,1
2019-08-26 12:58:00,1
2019-08-26 13:19:00,1
2019-08-26 13:32:00,1
2019-08-26 14:39:00,1
2019-08-26 14:41:00,1
2019-08-26 14:44:00,1
2019-08-26 14:46:00,1
2019-08-26 15:33:00,1
2019-08-26 16:52:00,1
2019-08-26 16:53:00,1
2019-08-26 17:23:00,1
2019-08-27 09:56:00,1
2019-08-27 09:57:00,1
2019-08-27 12:52:00,2
2019-08-27 13:20:00,1
2019-08-27 13:57:00,1
2019-08-27 14:08:00,1
2019-08-27 14:36:00,1
2019-08-27 14:37:00,1
2019-08-27 15:53:00,2
2019-08-27 16:14:00,1
2019-08-28 11:30:00,1
2019-08-28 11:37:00,1
2019-08-28 12:11:00,1
2019-08-28 12:12:00,1
2019-08-28 13:23:00,1
2019-08-28 13:45:00,3
2019-08-28 15:08:00,2
2019-08-28 15:34:00,1
2019-08-28 18:34:00,1
2019-08-28 19:19:00,1
2019-08-29 11:03:00,1
2019-08-29 11:04:00,1
2019-08-29 11:43:00,1
2019-08-29 12:07:00,1
2019-08-29 14:57:00,1
2019-08-29 14:58:00,1
2019-08-29 15:51:00,1
2019-08-29 15:52:00,1
2019-08-29 18:17:00,2
2019-08-30 11:09:00,2
2019-08-30 11:32:00,1
2019-08-30 11:33:00,1
2019-08-30 12:03:00,1
2019-08-30 12:04:00,1
2019-08-30 12:35:00,1
2019-08-30 12:37:00,1
2019-09-02 10:05:00,1
2019-09-02 10:06:00,1
2019-09-02 11:18:00,3
2019-09-02 11:19:00,1
2019-09-02 11:46:00,1
2019-09-02 11:47:00,1
2019-09-02 12:01:00,1
2019-09-02 12:02:00,1
2019-09-02 12:27:00,1
2019-09-02 13:30:00,1
2019-09-02 18:11:00,2
2019-09-02 18:33:00,2
2019-09-03 08:56:00,2
2019-09-03 09:39:00,3
2019-09-03 10:19:00,1
2019-09-03 10:37:00,1
2019-09-03 11:07:00,1
2019-09-03 11:13:00,1
2019-09-03 11:38:00,1
2019-09-03 11:39:00,1
2019-09-03 12:08:00,1
2019-09-03 12:09:00,1
2019-09-03 12:36:00,1
2019-09-03 12:37:00,1
2019-09-03 13:04:00,1
2019-09-03 13:36:00,1
2019-09-03 13:40:00,1
2019-09-03 13:54:00,1
2019-09-03 14:15:00,2
2019-09-04 07:13:00,1
2019-09-04 07:16:00,1
2019-09-04 08:20:00,1
2019-09-04 10:20:00,1
2019-09-04 10:21:00,1
2019-09-04 10:47:00,1
2019-09-04 10:53:00,1
2019-09-04 11:52:00,2
2019-09-04 11:53:00,1
2019-09-04 13:56:00,1
2019-09-04 13:57:00,1
2019-09-04 15:19:00,1
2019-09-04 15:47:00,1
2019-09-04 15:52:00,1
2019-09-04 16:22:00,1
2019-09-05 10:28:00,2
2019-09-05 11:02:00,1
2019-09-05 11:04:00,1
2019-09-05 11:53:00,1
2019-09-05 13:54:00,1
2019-09-06 10:14:00,1
2019-09-06 10:18:00,1
2019-09-06 13:57:00,1
2019-09-06 14:23:00,1
2019-09-06 14:24:00,2
2019-09-06 14:48:00,2
2019-09-06 15:05:00,1
2019-09-06 15:06:00,1
2019-09-07 13:57:00,2
2019-09-07 14:18:00,3
2019-09-07 14:19:00,2
2019-09-07 15:02:00,3
2019-09-09 10:58:00,1
2019-09-09 11:06:00,1
2019-09-09 11:52:00,1
2019-09-09 11:54:00,1
2019-09-09 11:55:00,1
2019-09-09 12:20:00,1
2019-09-09 12:21:00,1
2019-09-09 12:47:00,2
2019-09-09 14:31:00,2
2019-09-09 15:16:00,1
2019-09-09 15:18:00,1
2019-09-09 15:51:00,1
2019-09-09 15:53:00,1
2019-09-09 15:54:00,1
2019-09-09 16:16:00,1
2019-09-09 16:17:00,1
2019-09-09 16:21:00,1
2019-09-09 16:44:00,1
2019-09-09 16:49:00,1
2019-09-09 17:42:00,1
2019-09-09 17:43:00,2
2019-09-10 08:38:00,3
2019-09-10 09:07:00,2
2019-09-10 09:23:00,1
2019-09-10 09:24:00,1
2019-09-10 09:25:00,1
2019-09-10 09:51:00,2
2019-09-10 10:49:00,1
2019-09-10 10:58:00,1
2019-09-10 13:50:00,1
2019-09-10 14:06:00,1
2019-09-10 14:41:00,1
2019-09-10 14:46:00,1
2019-09-10 14:47:00,1
2019-09-10 15:10:00,1
2019-09-10 15:23:00,1
2019-09-10 15:48:00,1
2019-09-10 15:56:00,1
2019-09-11 10:01:00,2
2019-09-11 10:02:00,1
2019-09-11 10:34:00,2
2019-09-11 10:59:00,1
2019-09-11 11:01:00,1
2019-09-11 11:49:00,2
2019-09-11 13:11:00,1
2019-09-11 13:29:00,1
2019-09-11 13:54:00,1
2019-09-11 13:55:00,2
2019-09-11 14:20:00,1
2019-09-11 14:22:00,2
2019-09-11 14:46:00,4
2019-09-11 14:47:00,1
2019-09-11 15:07:00,1
2019-09-11 15:10:00,1
2019-09-12 06:55:00,1
2019-09-12 06:57:00,1
2019-09-12 07:41:00,1
2019-09-12 07:42:00,2
2019-09-12 08:27:00,1
2019-09-12 08:28:00,3
2019-09-12 09:03:00,1
2019-09-12 09:06:00,2
2019-09-12 09:40:00,1
2019-09-12 09:41:00,2
2019-09-12 10:17:00,2
2019-09-12 10:50:00,1
2019-09-12 10:51:00,1
2019-09-12 10:52:00,1
2019-09-12 11:01:00,2
2019-09-12 11:21:00,1
2019-09-12 11:22:00,1
2019-09-12 11:35:00,1
2019-09-12 11:36:00,2
2019-09-12 12:13:00,1
2019-09-12 12:16:00,1
2019-09-12 13:06:00,1
2019-09-12 13:08:00,1
2019-09-12 13:32:00,2
2019-09-12 13:58:00,1
2019-09-12 14:00:00,1
2019-09-12 14:20:00,1
2019-09-12 14:21:00,1
2019-09-12 14:54:00,2
2019-09-16 09:09:00,1
2019-09-16 09:10:00,1
2019-09-16 09:25:00,1
2019-09-16 09:26:00,2
2019-09-16 10:09:00,2
2019-09-16 10:40:00,1
2019-09-16 10:43:00,1
2019-09-16 11:38:00,1
2019-09-16 11:39:00,1
2019-09-16 11:41:00,1
2019-09-16 12:06:00,1
2019-09-16 12:15:00,1
2019-09-16 13:46:00,1
2019-09-16 13:47:00,2
2019-09-16 15:14:00,2
2019-09-16 15:43:00,2
2019-09-16 16:14:00,1
2019-09-16 16:15:00,3
2019-09-16 16:38:00,1
2019-09-16 16:42:00,3
2019-09-17 09:55:00,1
2019-09-17 09:56:00,2
2019-09-17 10:33:00,2
2019-09-17 10:56:00,2
2019-09-17 11:02:00,1
2019-09-17 11:03:00,1
2019-09-17 11:35:00,2
2019-09-17 11:50:00,1
2019-09-17 12:00:00,1
2019-09-17 12:01:00,2
2019-09-17 13:11:00,1
2019-09-17 13:53:00,1
2019-09-17 14:11:00,1
2019-09-17 14:21:00,1
2019-09-17 14:43:00,2
2019-09-17 15:03:00,1
2019-09-17 15:04:00,1
2019-09-17 15:35:00,2
2019-09-17 16:03:00,1
2019-09-17 16:05:00,1
2019-09-17 16:34:00,1
2019-09-17 16:35:00,1
2019-09-18 09:21:00,2
2019-09-18 10:36:00,1
2019-09-18 10:38:00,2
2019-09-18 10:58:00,1
2019-09-18 11:20:00,2
2019-09-18 12:52:00,2
2019-09-18 13:16:00,1
2019-09-18 13:39:00,2
2019-09-18 14:01:00,1
2019-09-18 14:02:00,1
2019-09-18 14:29:00,2
2019-09-18 16:24:00,1
2019-09-18 16:32:00,1
2019-09-18 17:05:00,1
2019-09-18 17:06:00,1
2019-09-19 10:36:00,1
2019-09-19 11:24:00,1
2019-09-19 11:29:00,1
2019-09-19 11:56:00,2
2019-09-19 12:18:00,1
2019-09-19 12:20:00,1
2019-09-19 12:56:00,1
2019-09-19 13:27:00,1
2019-09-19 14:14:00,2
2019-09-19 14:44:00,3
2019-09-19 15:10:00,2
2019-09-19 15:36:00,1
2019-09-19 15:38:00,1
2019-09-19 16:17:00,1
2019-09-19 16:25:00,1
2019-09-19 16:56:00,1
2019-09-19 17:01:00,1
2019-09-20 10:07:00,1
2019-09-20 10:10:00,1
2019-09-20 10:11:00,1
2019-09-20 10:44:00,1
2019-09-20 10:51:00,1
2019-09-20 12:52:00,1
2019-09-20 12:58:00,1
2019-09-20 13:23:00,1
2019-09-20 13:25:00,1
2019-09-20 13:57:00,3
2019-09-20 14:26:00,2
2019-09-20 14:28:00,1
2019-09-20 14:56:00,1
2019-09-20 14:57:00,1
2019-09-20 15:24:00,1
2019-09-20 15:38:00,1
2019-09-20 16:10:00,1
2019-09-20 16:11:00,1
2019-09-20 16:13:00,1
2019-09-20 16:54:00,1
2019-09-20 16:55:00,1
2019-09-20 17:36:00,2
2019-09-20 18:37:00,1
2019-09-20 18:38:00,1
2019-09-23 09:03:00,1
2019-09-23 09:04:00,1
2019-09-23 09:34:00,1
2019-09-23 09:35:00,1
2019-09-23 10:03:00,1
2019-09-23 10:04:00,1
2019-09-23 10:29:00,1
2019-09-23 10:30:00,1
2019-09-23 11:21:00,3
2019-09-23 11:58:00,1
2019-09-23 11:59:00,1
2019-09-23 13:14:00,2
2019-09-23 13:39:00,1
2019-09-23 13:40:00,2
2019-09-23 14:05:00,2
2019-09-23 14:38:00,2
2019-09-23 16:24:00,2
2019-09-23 16:25:00,1
2019-09-23 16:41:00,2
2019-09-23 20:05:00,3
2019-09-24 09:14:00,1
2019-09-24 09:21:00,1
2019-09-24 09:22:00,1
2019-09-24 10:05:00,2
2019-09-24 10:06:00,1
2019-09-24 10:32:00,1
2019-09-24 10:34:00,1
2019-09-24 10:55:00,1
2019-09-24 11:14:00,1
2019-09-24 11:15:00,3
2019-09-24 11:37:00,1
2019-09-24 11:38:00,2
2019-09-24 12:04:00,2
2019-09-24 12:35:00,1
2019-09-24 12:56:00,1
2019-09-24 14:13:00,2
2019-09-24 14:14:00,1
2019-09-24 16:36:00,2
2019-09-24 17:55:00,1
2019-09-24 17:56:00,3
2019-09-24 19:29:00,1
2019-09-24 19:55:00,2
2019-09-24 19:56:00,2
2019-09-25 08:47:00,2
2019-09-25 08:48:00,1
2019-09-25 09:17:00,1
2019-09-25 09:44:00,1
2019-09-25 09:46:00,1
2019-09-25 10:13:00,1
2019-09-25 10:15:00,1
2019-09-25 11:16:00,1
2019-09-25 11:17:00,1
2019-09-25 11:54:00,1
2019-09-25 11:55:00,1
2019-09-25 12:09:00,1
2019-09-25 12:10:00,1
2019-09-25 12:45:00,2
2019-09-25 12:46:00,1
2019-09-25 13:05:00,1
2019-09-25 14:08:00,1
2019-09-25 14:10:00,1
2019-09-25 14:55:00,1
2019-09-25 14:56:00,1
2019-09-25 16:42:00,2
2019-09-25 17:13:00,2
2019-09-25 18:21:00,1
2019-09-25 18:22:00,1
2019-09-26 11:21:00,1
2019-09-26 11:22:00,1
2019-09-26 13:00:00,1
2019-09-26 13:02:00,1
2019-09-26 13:35:00,1
2019-09-26 13:40:00,1
2019-09-26 13:47:00,1
2019-09-26 14:16:00,1
2019-09-26 14:20:00,1
2019-09-26 14:25:00,1
2019-09-26 14:49:00,1
2019-09-26 14:50:00,1
2019-09-26 14:51:00,1
2019-09-27 11:11:00,1
2019-09-27 11:13:00,1
2019-09-27 11:28:00,1
2019-09-27 11:32:00,1
2019-09-27 12:22:00,2
2019-09-27 12:28:00,1
2019-09-27 13:17:00,2
2019-09-30 12:34:00,2
2019-09-30 13:01:00,2
2019-09-30 13:30:00,4
2019-09-30 14:25:00,2
2019-09-30 15:09:00,1
2019-09-30 15:10:00,1
2019-09-30 15:12:00,1
2019-09-30 15:39:00,2
2019-09-30 15:42:00,1
2019-09-30 15:47:00,1
2019-09-30 16:13:00,1
2019-10-01 10:45:00,1
2019-10-01 10:48:00,1
2019-10-01 11:12:00,2
2019-10-01 11:13:00,1
2019-10-01 11:46:00,1
2019-10-01 11:55:00,1
2019-10-01 12:26:00,1
2019-10-01 13:01:00,1
2019-10-01 13:14:00,1
2019-10-01 13:44:00,1
2019-10-01 13:47:00,1
2019-10-01 14:51:00,1
2019-10-01 14:52:00,1
2019-10-01 16:02:00,1
2019-10-01 16:07:00,1
2019-10-01 16:43:00,1
2019-10-01 16:45:00,1
2019-10-01 16:49:00,1
2019-10-01 18:52:00,2
2019-10-02 10:35:00,2
2019-10-02 11:15:00,1
2019-10-02 11:16:00,2
2019-10-02 12:19:00,1
2019-10-02 12:26:00,1
2019-10-02 12:41:00,1
2019-10-02 12:43:00,1
2019-10-02 13:18:00,1
2019-10-02 13:21:00,1
2019-10-02 13:23:00,1
2019-10-02 14:48:00,1
2019-10-02 14:50:00,1
2019-10-02 14:51:00,1
2019-10-02 15:17:00,2
2019-10-02 15:53:00,1
2019-10-02 15:55:00,1
2019-10-02 16:15:00,1
2019-10-02 17:23:00,2
2019-10-02 19:51:00,1
2019-10-02 19:52:00,1
2019-10-03 09:44:00,1
2019-10-03 09:46:00,1
2019-10-03 10:25:00,3
2019-10-03 10:51:00,2
2019-10-03 11:18:00,2
2019-10-03 11:19:00,1
2019-10-03 12:02:00,2
2019-10-03 12:47:00,2
2019-10-03 13:02:00,2
2019-10-03 13:14:00,1
2019-10-03 13:26:00,1
2019-10-03 13:53:00,3
2019-10-03 14:27:00,2
2019-10-03 14:52:00,1
2019-10-03 14:57:00,1
2019-10-03 15:30:00,4
2019-10-03 15:54:00,3
2019-10-03 17:59:00,2
2019-10-03 18:03:00,1
2019-10-03 18:43:00,1
2019-10-03 19:36:00,1
2019-10-03 19:37:00,1
2019-10-03 20:05:00,1
2019-10-03 20:06:00,1
2019-10-04 10:51:00,2
2019-10-04 11:24:00,1
2019-10-04 11:33:00,1
2019-10-04 11:39:00,1
2019-10-04 12:37:00,1
2019-10-04 12:39:00,1
2019-10-04 12:40:00,1
2019-10-04 13:02:00,1
2019-10-04 13:36:00,2
2019-10-04 14:04:00,1
2019-10-04 14:05:00,1
2019-10-04 14:27:00,1
2019-10-04 14:36:00,1
2019-10-04 16:26:00,1
2019-10-04 16:27:00,1
2019-10-04 17:12:00,1
2019-10-04 17:45:00,2
2019-10-04 18:51:00,1
2019-10-04 18:53:00,1
2019-10-05 09:13:00,2
2019-10-07 11:37:00,1
2019-10-07 13:07:00,1
2019-10-07 13:08:00,2
2019-10-07 13:32:00,3
2019-10-07 13:51:00,1
2019-10-07 13:52:00,1
2019-10-07 14:16:00,2
2019-10-07 14:44:00,2
2019-10-08 09:10:00,1
2019-10-08 09:11:00,1
2019-10-08 09:44:00,1
2019-10-08 09:56:00,1
2019-10-08 10:27:00,1
2019-10-08 10:28:00,1
2019-10-08 10:31:00,1
2019-10-08 11:13:00,1
2019-10-08 11:14:00,2
2019-10-08 11:50:00,1
2019-10-08 12:21:00,1
2019-10-08 12:45:00,1
2019-10-08 12:48:00,1
2019-10-08 13:50:00,1
2019-10-08 13:51:00,1
2019-10-09 10:53:00,1
2019-10-09 12:09:00,2
2019-10-09 12:10:00,2
2019-10-09 14:20:00,1
2019-10-09 14:21:00,1
2019-10-09 14:58:00,2
2019-10-09 15:59:00,1
2019-10-09 16:00:00,1
2019-10-09 18:49:00,1
2019-10-09 18:50:00,1
2019-10-09 19:23:00,2
2019-10-10 07:47:00,1
2019-10-10 07:48:00,1
2019-10-10 08:24:00,2
2019-10-10 08:57:00,1
2019-10-10 09:22:00,1
2019-10-10 09:46:00,1
2019-10-10 09:57:00,1
2019-10-10 11:03:00,1
2019-10-10 11:33:00,2
2019-10-10 12:56:00,1
2019-10-10 13:34:00,2
2019-10-10 14:04:00,2
2019-10-10 15:17:00,2
2019-10-10 15:47:00,1
2019-10-10 15:59:00,1
2019-10-10 16:36:00,1
2019-10-10 16:37:00,1
2019-10-11 11:16:00,1
2019-10-11 11:17:00,1
2019-10-16 11:04:00,2
2019-10-16 11:05:00,1
2019-10-16 11:32:00,1
2019-10-16 11:33:00,1
2019-10-16 12:08:00,2
2019-10-16 12:11:00,1
2019-10-16 12:14:00,2
2019-10-17 10:28:00,1
2019-10-17 10:34:00,1
2019-10-17 10:36:00,1
2019-10-17 10:38:00,1
2019-10-17 10:43:00,3
2019-10-17 11:13:00,1
2019-10-17 11:18:00,1
2019-10-17 11:29:00,1
2019-10-17 11:59:00,2
2019-10-17 12:16:00,1
2019-10-17 12:29:00,1
2019-10-17 12:42:00,1
2019-10-17 12:44:00,1
2019-10-17 13:02:00,1
2019-10-17 13:39:00,2
2019-10-17 15:12:00,1
2019-10-18 10:23:00,2
2019-10-18 10:54:00,1
2019-10-18 10:55:00,1
2019-10-18 11:12:00,1
2019-10-18 11:38:00,2
2019-10-18 12:09:00,2
2019-10-18 13:46:00,1
2019-10-18 14:14:00,1
2019-10-18 14:51:00,1
2019-10-18 16:01:00,1
2019-10-18 16:21:00,1
2019-10-18 16:26:00,1
2019-10-18 17:21:00,1
2019-10-18 18:24:00,1
2019-10-18 18:50:00,1
2019-10-18 19:16:00,1
2019-10-18 20:05:00,1
2019-10-20 14:06:00,1
2019-10-20 14:07:00,2
2019-10-20 14:28:00,1
2019-10-20 15:19:00,1
2019-10-21 11:33:00,2
2019-10-21 12:02:00,1
2019-10-21 12:35:00,1
2019-10-21 13:23:00,1
2019-10-21 14:29:00,1
2019-10-21 14:54:00,1
2019-10-21 15:31:00,1
2019-10-21 16:47:00,1
2019-10-22 11:52:00,1
2019-10-22 14:34:00,1
2019-10-22 15:30:00,1
2019-10-22 16:07:00,1
2019-10-23 09:26:00,1
2019-10-23 09:28:00,1
2019-10-23 09:35:00,1
2019-10-23 10:13:00,1
2019-10-23 11:08:00,1
2019-10-23 11:44:00,1
2019-10-23 12:20:00,1
2019-10-23 12:56:00,1
2019-10-23 13:31:00,1
2019-10-23 13:59:00,1
2019-10-23 14:41:00,1
2019-10-23 14:42:00,1
2019-10-23 15:06:00,1
2019-10-23 15:37:00,1
2019-10-23 15:47:00,1
2019-10-23 16:18:00,1
2019-10-23 16:29:00,1
2019-10-24 10:04:00,1
2019-10-24 11:14:00,1
2019-10-24 11:23:00,1
2019-10-24 11:34:00,1
2019-10-24 11:35:00,2
2019-10-24 11:45:00,2
2019-10-24 11:47:00,1
2019-10-24 13:07:00,1
2019-10-24 13:08:00,1
2019-10-24 13:09:00,1
2019-10-24 13:10:00,1
2019-10-24 13:17:00,1
2019-10-24 13:20:00,1
2019-10-24 13:24:00,1
2019-10-24 13:26:00,1
2019-10-24 13:38:00,1
2019-10-24 13:45:00,1
2019-10-24 13:46:00,1
2019-10-24 14:20:00,1
2019-10-24 14:21:00,2
2019-10-24 14:24:00,1
2019-10-24 14:27:00,1
2019-10-24 14:35:00,1
2019-10-24 14:37:00,1
2019-10-24 14:39:00,1
2019-10-24 14:58:00,1
2019-10-24 15:17:00,1
2019-10-24 15:41:00,1
2019-10-24 15:50:00,1
2019-10-24 17:07:00,1
2019-10-24 17:16:00,3
2019-10-24 17:22:00,2
2019-10-24 17:36:00,1
2019-10-25 09:23:00,2
2019-10-25 09:41:00,1
2019-10-25 10:38:00,1
2019-10-25 12:47:00,1
2019-10-25 12:49:00,1
2019-10-25 12:58:00,1
2019-10-25 13:19:00,1
2019-10-25 13:42:00,3
2019-10-25 14:17:00,1
2019-10-25 14:18:00,1
2019-10-25 16:43:00,1
2019-10-26 12:58:00,1
2019-10-26 12:59:00,2
2019-10-26 13:36:00,1
2019-10-26 13:55:00,1
2019-10-26 17:21:00,1
2019-10-26 17:40:00,1
2019-10-26 17:57:00,1
2019-10-26 18:16:00,1
2019-10-27 11:50:00,1
2019-10-27 15:19:00,1
2019-10-27 16:38:00,1
2019-10-28 09:12:00,1
2019-10-28 09:57:00,1
2019-10-28 10:53:00,1
2019-10-28 11:14:00,1
2019-10-28 11:34:00,1
2019-10-28 11:48:00,3
2019-10-28 11:49:00,2
2019-10-28 11:55:00,1
2019-10-28 11:56:00,1
2019-10-28 14:08:00,1
2019-10-28 14:09:00,1
2019-10-28 14:30:00,2
2019-10-28 15:55:00,1
2019-10-28 16:02:00,1
2019-10-28 16:42:00,1
2019-10-28 17:42:00,1
2019-10-28 19:31:00,1
2019-10-29 06:25:00,1
2019-10-29 08:41:00,1
2019-10-29 08:42:00,1
2019-10-29 10:24:00,1
2019-10-29 12:05:00,1
2019-10-29 14:46:00,1
2019-10-29 15:18:00,1
2019-10-29 16:46:00,1
2019-10-29 17:23:00,1
2019-10-29 17:44:00,1
2019-10-30 10:01:00,1
2019-10-30 10:09:00,2
2019-10-30 10:10:00,1
2019-10-30 10:13:00,1
2019-10-30 10:21:00,2
2019-10-30 10:24:00,1
2019-10-30 11:09:00,1
2019-10-30 12:26:00,1
2019-10-30 14:50:00,1
2019-10-30 15:04:00,1
2019-10-30 16:02:00,1
2019-10-30 17:29:00,1
2019-10-30 17:33:00,1
2019-10-30 17:37:00,1
2019-11-01 12:18:00,1
2019-11-01 13:14:00,1
2019-11-01 14:58:00,1
2019-11-01 16:36:00,1
2019-11-01 16:39:00,1
2019-11-02 13:43:00,1
2019-11-02 13:46:00,1
2019-11-02 14:54:00,1
2019-11-02 14:55:00,1
2019-11-02 14:58:00,1
2019-11-02 15:18:00,1
2019-11-04 13:50:00,1
2019-11-04 14:42:00,1
2019-11-04 14:44:00,1
2019-11-04 14:45:00,1
2019-11-08 09:44:00,2
2019-11-08 10:51:00,1
2019-11-08 11:08:00,1
2019-11-08 11:09:00,1
2019-11-08 11:28:00,2
2019-11-08 11:31:00,1
2019-11-08 11:45:00,1
2019-11-08 12:01:00,1
2019-11-08 12:17:00,1
2019-11-08 12:40:00,1
2019-11-08 13:33:00,1
2019-11-08 14:13:00,1
2019-11-08 15:36:00,1
2019-11-08 15:51:00,1
2019-11-08 16:05:00,1
2019-11-08 16:16:00,1
2019-11-09 15:39:00,1
2019-11-10 10:54:00,1
2019-11-10 10:59:00,1
2019-11-10 13:20:00,1
2019-11-10 13:21:00,1
2019-11-10 13:49:00,1
2019-11-10 15:24:00,1
2019-11-10 15:42:00,2
2019-11-11 10:32:00,1
2019-11-11 10:50:00,1
2019-11-11 11:01:00,1
2019-11-11 11:49:00,1
2019-11-11 12:02:00,1
2019-11-11 15:39:00,1
2019-11-11 15:46:00,1
2019-11-11 16:08:00,1
2019-11-11 16:10:00,1
2019-11-11 16:30:00,1
2019-11-11 16:38:00,1
2019-11-11 17:04:00,1
2019-11-11 17:07:00,1
2019-11-11 17:08:00,1
2019-11-11 17:11:00,1
2019-11-12 08:58:00,1
2019-11-12 09:47:00,1
2019-11-12 09:48:00,1
2019-11-12 09:50:00,2
2019-11-12 09:52:00,1
2019-11-12 10:01:00,1
2019-11-12 10:05:00,1
2019-11-12 10:08:00,1
2019-11-12 10:16:00,1
2019-11-12 10:24:00,1
2019-11-12 11:05:00,1
2019-11-12 11:24:00,1
2019-11-12 11:26:00,1
2019-11-12 11:33:00,1
2019-11-12 11:35:00,1
2019-11-12 11:43:00,1
2019-11-12 11:53:00,1
2019-11-12 12:11:00,1
2019-11-12 12:13:00,1
2019-11-12 12:33:00,1
2019-11-12 14:09:00,1
2019-11-12 14:11:00,1
2019-11-12 14:18:00,1
2019-11-12 14:24:00,1
2019-11-12 14:31:00,1
2019-11-12 14:33:00,1
2019-11-12 14:39:00,1
2019-11-12 15:12:00,1
2019-11-12 15:27:00,1
2019-11-12 15:31:00,1
2019-11-13 10:42:00,1
2019-11-13 10:43:00,2
2019-11-13 11:11:00,1
2019-11-13 11:17:00,1
2019-11-13 11:45:00,1
2019-11-13 11:51:00,1
2019-11-13 12:04:00,1
2019-11-13 12:17:00,1
2019-11-13 12:35:00,1
2019-11-13 12:38:00,1
2019-11-13 12:39:00,1
