54877,"select p.ra, p.dec, p.type,p.insidemask,p.flags_g,p.flags_i,p.flags_r,p.cModelMag_u, p.cModelMagErr_u,p.cModelMag_g, p.cModelMagErr_g,p.cModelMag_r, p.cModelMagErr_r,p.cModelMag_i, p.cModelMagErr_i,p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq(#,#,#) r on p.ObjID = r.ObjID"
2019-01-11 16:28:00,12
2019-01-11 16:29:00,14
2019-01-11 16:30:00,19
2019-01-11 16:31:00,32
2019-01-11 16:32:00,31
2019-01-11 16:33:00,35
2019-01-11 16:34:00,60
2019-01-11 16:35:00,59
2019-01-11 16:36:00,50
2019-01-11 16:37:00,49
2019-01-11 16:38:00,50
2019-01-11 16:39:00,49
2019-01-11 16:40:00,46
2019-01-11 16:41:00,34
2019-01-11 16:42:00,33
2019-01-11 16:43:00,32
2019-01-11 16:44:00,48
2019-01-11 16:45:00,20
2019-01-11 16:57:00,2
2019-01-11 16:58:00,14
2019-01-11 16:59:00,17
2019-01-11 17:03:00,6
2019-01-11 17:04:00,24
2019-01-11 17:07:00,28
2019-01-11 17:08:00,54
2019-01-11 17:09:00,59
2019-01-11 17:10:00,61
2019-01-11 17:11:00,58
2019-01-11 17:12:00,23
2019-01-11 17:13:00,16
2019-01-11 17:14:00,17
2019-01-11 17:15:00,16
2019-01-11 17:16:00,15
2019-01-11 17:17:00,15
2019-01-11 17:18:00,31
2019-01-11 17:19:00,45
2019-01-11 17:20:00,42
2019-01-11 17:21:00,38
2019-01-11 17:22:00,22
2019-01-11 17:44:00,22
2019-01-11 17:45:00,57
2019-01-11 17:46:00,61
2019-01-11 17:47:00,67
2019-01-11 17:48:00,68
2019-01-11 17:49:00,65
2019-01-11 17:50:00,68
2019-01-11 17:51:00,64
2019-01-11 17:52:00,70
2019-01-11 17:53:00,66
2019-01-11 17:54:00,73
2019-01-11 17:55:00,40
2019-01-11 17:56:00,30
2019-01-11 17:57:00,31
2019-01-11 17:58:00,20
2019-01-11 17:59:00,11
2019-01-11 18:00:00,11
2019-01-11 18:01:00,10
2019-01-11 18:02:00,14
2019-01-11 18:03:00,13
2019-01-11 18:04:00,13
2019-01-11 18:05:00,14
2019-01-11 18:06:00,7
2019-01-11 18:07:00,14
2019-01-11 18:08:00,33
2019-01-11 18:09:00,31
2019-01-11 18:10:00,33
2019-01-11 18:11:00,31
2019-01-11 18:12:00,46
2019-01-11 18:13:00,46
2019-01-11 18:14:00,50
2019-01-11 18:15:00,66
2019-01-11 18:16:00,67
2019-01-11 18:17:00,65
2019-01-11 18:18:00,16
2019-01-11 21:01:00,27
2019-01-11 21:02:00,71
2019-01-11 21:03:00,74
2019-01-11 21:04:00,72
2019-01-11 21:05:00,77
2019-01-11 21:06:00,68
2019-01-11 21:07:00,78
2019-01-11 21:08:00,80
2019-01-11 21:09:00,79
2019-01-11 21:10:00,86
2019-01-11 21:11:00,83
2019-01-11 21:12:00,87
2019-01-11 21:13:00,72
2019-01-11 21:14:00,86
2019-01-11 21:15:00,80
2019-01-11 21:16:00,82
2019-01-11 21:17:00,84
2019-01-11 21:18:00,80
2019-01-11 21:19:00,85
2019-01-11 21:20:00,87
2019-01-11 21:21:00,82
2019-01-11 21:22:00,80
2019-01-11 21:23:00,85
2019-01-11 21:24:00,85
2019-01-11 21:25:00,83
2019-01-11 21:26:00,86
2019-01-11 21:27:00,93
2019-01-11 21:28:00,86
2019-01-11 21:29:00,88
2019-01-11 21:30:00,90
2019-01-11 21:31:00,89
2019-01-11 21:32:00,92
2019-01-11 21:33:00,89
2019-01-11 21:34:00,91
2019-01-11 21:35:00,91
2019-01-11 21:36:00,95
2019-01-11 21:37:00,94
2019-01-11 21:38:00,90
2019-01-11 21:39:00,83
2019-01-11 21:40:00,81
2019-01-11 21:41:00,94
2019-01-11 21:42:00,95
2019-01-11 21:43:00,87
2019-01-11 21:44:00,88
2019-01-11 21:45:00,47
2019-01-11 21:46:00,7
2019-01-11 21:47:00,8
2019-01-11 21:48:00,6
2019-01-11 21:49:00,9
2019-01-11 21:50:00,8
2019-01-11 21:51:00,6
2019-01-11 21:52:00,7
2019-01-11 21:53:00,6
2019-01-11 21:54:00,5
2019-01-11 21:55:00,88
2019-01-11 21:56:00,84
2019-01-11 21:57:00,91
2019-01-11 21:58:00,87
2019-01-11 21:59:00,86
2019-01-11 22:00:00,94
2019-01-11 22:01:00,95
2019-01-11 22:02:00,93
2019-01-11 22:03:00,90
2019-01-11 22:04:00,91
2019-01-11 22:05:00,91
2019-01-11 22:06:00,83
2019-01-11 22:07:00,85
2019-01-11 22:08:00,93
2019-01-11 22:09:00,92
2019-01-11 22:10:00,90
2019-01-11 22:11:00,90
2019-01-11 22:12:00,93
2019-01-11 22:13:00,90
2019-01-11 22:14:00,89
2019-01-11 22:15:00,91
2019-01-11 22:16:00,92
2019-01-11 22:17:00,93
2019-01-11 22:18:00,93
2019-01-11 22:19:00,96
2019-01-11 22:20:00,93
2019-01-11 22:21:00,94
2019-01-11 22:22:00,93
2019-01-11 22:23:00,92
2019-01-11 22:24:00,96
2019-01-11 22:25:00,92
2019-01-11 22:26:00,90
2019-01-11 22:27:00,95
2019-01-11 22:28:00,93
2019-01-11 22:29:00,93
2019-01-11 22:30:00,88
2019-01-11 22:31:00,94
2019-01-11 22:32:00,97
2019-01-11 22:33:00,95
2019-01-11 22:34:00,99
2019-01-11 22:35:00,96
2019-01-11 22:36:00,95
2019-01-11 22:37:00,97
2019-01-11 22:38:00,99
2019-01-11 22:39:00,97
2019-01-11 22:40:00,101
2019-01-11 22:41:00,95
2019-01-11 22:42:00,94
2019-01-11 22:43:00,94
2019-01-11 22:44:00,95
2019-01-11 22:45:00,92
2019-01-11 22:46:00,89
2019-01-11 22:47:00,94
2019-01-11 22:48:00,98
2019-01-11 22:49:00,98
2019-01-11 22:50:00,97
2019-01-11 22:51:00,96
2019-01-11 22:52:00,99
2019-01-11 22:53:00,95
2019-01-11 22:54:00,98
2019-01-11 22:55:00,95
2019-01-11 22:56:00,96
2019-01-11 22:57:00,98
2019-01-11 22:58:00,96
2019-01-11 22:59:00,95
2019-01-11 23:00:00,98
2019-01-11 23:01:00,91
2019-01-11 23:02:00,97
2019-01-11 23:03:00,95
2019-01-11 23:04:00,96
2019-01-11 23:05:00,95
2019-01-11 23:06:00,97
2019-01-11 23:07:00,101
2019-01-11 23:08:00,103
2019-01-11 23:09:00,101
2019-01-11 23:10:00,99
2019-01-11 23:11:00,101
2019-01-11 23:12:00,98
2019-01-11 23:13:00,99
2019-01-11 23:14:00,99
2019-01-11 23:15:00,96
2019-01-11 23:16:00,96
2019-01-11 23:17:00,93
2019-01-11 23:18:00,92
2019-01-11 23:19:00,97
2019-01-11 23:20:00,95
2019-01-11 23:21:00,96
2019-01-11 23:22:00,97
2019-01-11 23:23:00,97
2019-01-11 23:24:00,98
2019-01-11 23:25:00,100
2019-01-11 23:26:00,94
2019-01-11 23:27:00,96
2019-01-11 23:28:00,97
2019-01-11 23:29:00,99
2019-01-11 23:30:00,92
2019-01-11 23:31:00,97
2019-01-11 23:32:00,98
2019-01-11 23:33:00,95
2019-01-11 23:34:00,93
2019-01-11 23:35:00,98
2019-01-11 23:36:00,98
2019-01-11 23:37:00,98
2019-01-11 23:38:00,98
2019-01-11 23:39:00,96
2019-01-11 23:40:00,100
2019-01-11 23:41:00,100
2019-01-11 23:42:00,97
2019-01-11 23:43:00,99
2019-01-11 23:44:00,99
2019-01-11 23:45:00,98
2019-01-11 23:46:00,97
2019-01-11 23:47:00,98
2019-01-11 23:48:00,97
2019-01-11 23:49:00,91
2019-01-11 23:50:00,96
2019-01-11 23:51:00,97
2019-01-11 23:52:00,96
2019-01-11 23:53:00,96
2019-01-11 23:54:00,95
2019-01-11 23:55:00,95
2019-01-11 23:56:00,97
2019-01-11 23:57:00,98
2019-01-11 23:58:00,98
2019-01-11 23:59:00,97
